"","a_unit_id","year","n_pell_totu","pct_pell_fstu","avg_pell_ft_fst","is_on","os_on","is_off","os_off","n_tot_uenroll","n_tot_fstu","pct_AIoAN","pct_AoNHoPI","pct_Asian","pct_NHoPI","pct_BoAA","pct_HoLAT","pct_wht","pct_unkn","pct_multi","pct_fem","incr.in.pell.represent.1yr","pct.incr_pell.represent.1yr","incr.in.pell.represent.2yr","pct.incr.pell.represent.2yr","incr.is.off.1yr","pct.incr.is.off.1yr","incr.is.off.2yr","pct.incr.is.off.2yr","incr.is.on.1yr","pct.incr.is.on.1yr","incr.is.on.2yr","pct.incr.is.on.2yr","incr.os.off.1yr","pct.incr.os.off.1yr","incr.os.off.2yr","pct.incr.os.off.2yr","incr.os.on.1yr","pct.incr.os.on.1yr","incr.os.on.2yr","pct.incr.os.on.2yr","incr.retention.1yr","pct.incr.ret.1yr","incr.retention.2yr","pct.incr.ret.2yr","ft_ret_rate"
"916",428392,2013,671,67,4645,29319.5,35379,14079,16887,1304,272,4,1,1,0,1,10,69,11,3,57,-6,-8.21917808219178,-17,-20.2380952380952,-282,-1.96365155629831,380,2.77392510402219,429.5,1.48667358947733,1530.5,5.50757493972435,-282,-1.64249519482789,414,2.51320342378437,834,2.41424229266175,2022.5,6.06328601621873,0,0,21,45.6521739130435,60
"917",146427,2013,414,34,4235,49252,49252,49252,49252,1424,380,0,5,5,0,7,10,58,4,4,57,7,25.9259259259259,1,3.03030303030303,2928,6.32069769449961,29139.5,144.882535736482,2928,6.32069769449961,6100,14.136077122729,2928,6.32069769449961,23485,91.1437109481119,2928,6.32069769449961,6100,14.136077122729,0,0,-55,-61.7977528089888,88
"918",213349,2013,2850,34,4123,22265,32389,22265,32389,8815,1814,0,1,1,0,7,6,81,2,2,58,0,0,1,3.03030303030303,-865,-3.73973194984868,2176,10.8317984966897,-865,-3.73973194984868,2176,10.8317984966897,-567,-1.72047578589635,2762,9.32257737874236,-567,-1.72047578589635,2762,9.32257737874236,0,0,-43,-55.8441558441558,73
"919",213358,2013,493,33,4079,38434,38434,37348,37348,1363,229,0,1,1,0,6,1,63,15,1,58,-12,-26.6666666666667,-5,-13.1578947368421,1290,3.57756947140718,2188,6.22298065984073,1332,3.5901029594092,2780,7.79716160879565,1290,3.57756947140718,2188,6.22298065984073,1332,3.5901029594092,2780,7.79716160879565,0,0,-40,-54.7945205479452,72
"920",213367,2013,1651,43,4498,51770,51770,44900,44900,4409,939,0,5,5,0,17,7,58,6,4,66,-1,-2.27272727272727,-1,-2.27272727272727,1500,3.45622119815668,2910,6.93022148130507,1860,3.72670807453416,4060,8.50974638440579,1500,3.45622119815668,2910,6.93022148130507,1860,3.72670807453416,4060,8.50974638440579,0,0,-38,-46.9135802469136,82
"921",117627,2013,1088,59,4502,41490,41490,46620,46620,2105,477,0,16,14,2,8,38,17,0,4,58,4,7.27272727272727,6,11.3207547169811,1170,2.57425742574257,2487,5.63523893684998,963,2.37619364867866,2157,5.48394477919304,1170,2.57425742574257,2487,5.63523893684998,963,2.37619364867866,2157,5.48394477919304,0,0,-16,-21.3333333333333,76
"922",155450,2013,578,53,3838,29319.5,35379,15130,15880,1959,201,3,1,1,0,4,4,81,3,2,67,3,6,-4,-7.01754385964912,120,0.799467021985343,180,1.20401337792642,429.5,1.48667358947733,1530.5,5.50757493972435,120,0.761421319796954,180,1.14649681528662,834,2.41424229266175,2022.5,6.06328601621873,0,0,-1,-1.85185185185185,50
"923",213376,2013,922,71,4206,25052,25052,23218,23218,1454,380,0,2,2,0,18,7,67,4,1,47,-8,-10.126582278481,-5,-6.57894736842105,304,1.32669983416252,1738,8.09124767225326,1028,4.27905427905428,1982,8.59124403987863,304,1.32669983416252,1738,8.09124767225326,1028,4.27905427905428,1982,8.59124403987863,0,0,14,24.5614035087719,52
"924",213385,2013,262,11,4177,59750,59750,21696.5,29041,2486,635,0,3,3,0,5,6,68,10,2,47,2,22.2222222222222,-2,-15.3846153846154,346.5,1.62295081967213,1584,7.87569919204475,2062,3.57440022188323,4030,7.23259152907394,823,2.91657807073499,3274,12.7061745643653,2062,3.57440022188323,4030,7.23259152907394,0,0,-84,-88.4210526315789,91
"925",140234,2013,390,49,3887,40288,40288,43286,43286,856,271,1,1,1,0,22,2,71,1,2,56,3,6.52173913043478,10,25.6410256410256,21936,102.744730679157,23173.5,115.219390926041,1798,4.67134320602754,3824,10.4870557261957,15068,53.398539939046,17519,67.9900648115807,1798,4.67134320602754,3824,10.4870557261957,0,0,-16,-24.6153846153846,61
"926",219143,2013,664,44,4192,29319.5,35379,14770,14770,1559,696,2,0,0,0,0,1,90,7,0,47,-1,-2.22222222222222,-4,-8.33333333333333,-835,-5.35084908683114,-6,-0.0406063887384949,429.5,1.48667358947733,1530.5,5.50757493972435,-835,-5.35084908683114,-6,-0.0406063887384949,834,2.41424229266175,2022.5,6.06328601621873,0,0,-38,-46.3414634146341,80
"927",203580,2013,344,41,4232,40364,40364,38174,38174,922,206,0,1,1,0,10,2,80,2,2,48,0,0,0,0,-1200,-3.04769644943364,850,2.27735505304898,250,0.623223812135414,1242,3.17468432084249,-1200,-3.04769644943364,850,2.27735505304898,250,0.623223812135414,1242,3.17468432084249,0,0,-21,-33.8709677419355,71
"928",146481,2013,528,34,4370,52000,52000,52000,52000,1590,399,0,5,5,0,6,14,58,3,3,58,-1,-2.85714285714286,1,3.03030303030303,2000,4,4000,8.33333333333333,2000,4,4000,8.33333333333333,2000,4,4000,8.33333333333333,2000,4,4000,8.33333333333333,0,0,-49,-59.0361445783133,82
"929",146506,2013,1768,49,4148,29319.5,35379,14932,20646,6351,1101,0,1,1,0,7,2,85,4,1,52,-3,-5.76923076923077,-2,-3.92156862745098,468,3.23561946902655,727,5.11791622668075,429.5,1.48667358947733,1530.5,5.50757493972435,925,4.69043151969981,1381,7.16844017648585,834,2.41424229266175,2022.5,6.06328601621873,0,0,-8,-14.0350877192982,65
"930",170620,2013,1891,59,4750,29319.5,35379,15855,17205,4230,735,1,1,1,0,16,7,60,14,2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
"931",200192,2013,288,44,3964,13807,13807,13807,13807,1898,206,3,1,1,0,4,3,84,2,2,58,1,2.32558139534884,-6,-12,453,3.39224202486146,657,4.99619771863118,453,3.39224202486146,657,4.99619771863118,453,3.39224202486146,657,4.99619771863118,453,3.39224202486146,657,4.99619771863118,0,0,-10,-18.5185185185185,52
"932",173461,2013,2119,55,4214,29319.5,35379,18511,22928,5394,706,2,1,1,0,3,2,82,6,3,57,2,3.77358490566038,1,1.85185185185185,-216,-1.15341485555615,-279,-1.48483235763704,429.5,1.48667358947733,1530.5,5.50757493972435,-216,-0.933287245074317,-109,-0.47315188609628,834,2.41424229266175,2022.5,6.06328601621873,0,0,0,0,53
"933",170639,2013,944,42,4207,21788,26708,20303,25223,2429,409,9,1,1,0,2,2,78,2,0,50,-3,-6.66666666666667,-4,-8.69565217391304,551,2.78959092750101,-914,-4.30786633360041,167,0.772397206419685,1171,5.67977882330116,701,2.85865753201207,-626,-2.42175712793532,317,1.20116706452957,1459,5.77844667115529,0,0,-27,-39.1304347826087,75
"934",117195,2013,595,54,3973,29319.5,35379,18222,23643,2426,332,1,5,4,0,1,23,64,2,4,56,16,42.1052631578947,4,8,360,2.01545179711119,153,0.846754109247883,429.5,1.48667358947733,1530.5,5.50757493972435,360,1.54619250096637,153,0.651340996168582,834,2.41424229266175,2022.5,6.06328601621873,0,0,2,3.84615384615385,59
"935",203599,2013,3343,57,3783,29319.5,35379,14977,19817,8839,1232,0,1,1,0,15,3,74,5,1,59,5,9.61538461538462,-6,-9.52380952380952,-99,-0.656672857521889,100,0.672178530617732,429.5,1.48667358947733,1530.5,5.50757493972435,104,0.52757063866484,653,3.40743059903987,834,2.41424229266175,2022.5,6.06328601621873,0,0,10,21.2765957446809,47
"936",238980,2013,1011,45,3888,35460,35460,34282,34282,2972,216,1,2,2,0,5,4,82,2,1,59,-4,-8.16326530612245,2,4.65116279069767,1508,4.60120827485202,2504,7.87966517716659,2188,6.57610002404424,3468,10.8402100525131,1508,4.60120827485202,2504,7.87966517716659,2188,6.57610002404424,3468,10.8402100525131,0,0,-25,-35.7142857142857,70
"937",239008,2013,934,48,3571,29319.5,35379,15774,17607,2930,393,0,5,5,0,1,3,87,1,2,55,1,2.12765957446809,-4,-7.69230769230769,563,3.70126881861811,1222,8.39747113798791,429.5,1.48667358947733,1530.5,5.50757493972435,642,3.7842617152962,1377,8.48428835489834,834,2.41424229266175,2022.5,6.06328601621873,0,0,-24,-33.3333333333333,70
"938",441760,2013,955,55,3855,29319.5,35379,17435,25859,2995,660,0,3,3,0,31,12,50,4,0,45,3,5.76923076923077,-8,-12.6984126984127,339,1.98291998128217,1116,6.83865432930939,429.5,1.48667358947733,1530.5,5.50757493972435,339,1.32836990595611,2028,8.50992404850825,834,2.41424229266175,2022.5,6.06328601621873,0,0,8,17.0212765957447,51
"939",226107,2013,957,46,4942,29319.5,35379,9846,18342,2426,434,0,2,2,0,16,6,76,0,0,69,-11,-19.2982456140351,-14,-23.3333333333333,144,1.48423005565863,288,3.01318267419962,429.5,1.48667358947733,1530.5,5.50757493972435,216,1.19165839126117,1272,7.45166959578207,834,2.41424229266175,2022.5,6.06328601621873,0,0,-5,-9.80392156862745,47
"940",226116,2013,797,60,4533,29319.5,35379,17990,28610,2721,294,1,7,7,0,31,20,39,1,1,71,0,0,-1,-1.63934426229508,238,1.34069400630915,769,4.46547819522676,429.5,1.48667358947733,1530.5,5.50757493972435,387,1.37122205293555,1999,7.51193115628875,834,2.41424229266175,2022.5,6.06328601621873,0,0,12,25,57
"941",226091,2013,4147,48,4045,21769,30265,21769,30265,9382,1451,0,3,3,0,26,12,51,1,2,61,-5,-9.43396226415094,-8,-14.2857142857143,-575,-2.5733977801647,1656.5,8.23617153511498,-897,-3.95746933733345,-123,-0.561849077288507,-4109,-11.9538022924303,4498,17.4564365273412,-4431,-12.7709246022596,-792,-2.55014972469975,0,0,-17,-26.1538461538462,53
"942",213400,2013,523,41,4163,29980,29980,27470,27470,1313,152,0,3,3,0,28,3,55,8,2,47,2,5.12820512820513,2,5.12820512820513,1130,4.29005315110099,7357.5,36.5817277812306,830,2.84734133790738,1750,6.19907899397804,1130,4.29005315110099,1703,6.60922885861761,830,2.84734133790738,1750,6.19907899397804,0,0,-35,-46.0526315789474,72
"943",218229,2013,1375,48,4555,22300,31336,22300,31336,2792,517,0,0,0,0,32,1,57,4,2,70,-3,-5.88235294117647,-8,-14.2857142857143,150,0.677200902934537,696,3.22162562488428,150,0.677200902934537,-1504,-6.31826583767434,426,1.37819475897768,1260,4.18938688655406,426,1.37819475897768,-940,-2.91238071632173,0,0,-16,-25,61
"944",220598,2013,378,88,5632,18900,18900,17330,17330,1554,405,0,0,0,0,100,0,0,0,0,48,-6,-6.38297872340426,-4,-4.34782608695652,1270,7.90784557907846,2260,14.9966821499668,1500,8.62068965517241,2330,14.0615570307785,1270,7.90784557907846,2260,14.9966821499668,1500,8.62068965517241,2330,14.0615570307785,0,0,36,69.2307692307692,49
"945",209038,2013,6208,66,4499,14996,19676,14996,19676,11002,1239,2,2,1,1,2,9,67,11,5,51,-2,-2.94117647058824,-10,-13.1578947368421,-47,-0.312437678654524,185,1.24907163594626,-47,-0.312437678654524,-12793,-46.0362013746446,-47,-0.238300461390255,185,0.949156020727515,-47,-0.238300461390255,-13680.5,-41.0129959678024,0,0,5,8.19672131147541,50
"946",117247,2013,2668,59,4571,29319.5,35379,18433,23545,11362,1671,0,26,26,1,25,19,16,5,5,54,5,9.25925925925926,9,18,45,0.244724820535132,269,1.48095133230566,429.5,1.48667358947733,1530.5,5.50757493972435,597,2.60153390273662,1277,5.73468654571583,834,2.41424229266175,2022.5,6.06328601621873,0,0,0,0,57
"947",207209,2013,1508,81,4666,16465,21889,16465,21889,2075,598,2,1,1,0,81,1,14,0,0,61,-2,-2.40963855421687,0,0,-4885,-22.8805620608899,-3647.5,-18.1354878806712,-60,-0.363086232980333,971,6.26694204208081,-6329,-22.4289460627968,-3878,-15.0502580820429,-1122,-4.87592890356786,242,1.11793782048321,0,0,25,44.6428571428571,70
"948",140243,2013,1651,59,4838,29319.5,35379,14220,16770,3579,898,0,2,2,0,10,11,75,0,1,62,-7,-10.6060606060606,-8,-11.9402985074627,707,5.23199881595501,427,3.09577321829914,429.5,1.48667358947733,1530.5,5.50757493972435,1337,8.66325406596255,727,4.53157140185751,834,2.41424229266175,2022.5,6.06328601621873,0,0,9,18,62
"949",170657,2013,7208,56,4435,29319.5,35379,20070,22560,17562,3386,1,3,3,0,11,2,69,10,3,55,3,5.66037735849057,-3,-5.08474576271187,3010,17.6436107854631,3430,20.6129807692308,429.5,1.48667358947733,1530.5,5.50757493972435,3070,15.7516675218061,3550,18.6743819042609,834,2.41424229266175,2022.5,6.06328601621873,0,0,5,9.80392156862745,59
"950",240620,2013,1255,45,4604,13302,17094,13294,17086,4780,438,1,1,1,0,3,11,80,3,0,60,11,32.3529411764706,8,21.6216216216216,586,4.61126849228832,682,5.40754836663495,-60,-0.449034575662326,292,2.24442736356649,778,4.77066470443954,1066,6.6541822721598,132,0.778210116731518,676,4.11743208673407,0,0,-13,-22.4137931034483,53
"951",226134,2013,4928,80,4601,29319.5,35379,16096,17344,8726,1691,0,0,0,0,0,97,2,1,0,56,-2,-2.4390243902439,-4,-4.76190476190476,157,0.98500533283142,1636,11.313969571231,429.5,1.48667358947733,1530.5,5.50757493972435,157,0.913481119450748,1828,11.7813869554009,834,2.41424229266175,2022.5,6.06328601621873,0,0,11,15.9420289855072,61
"952",366401,2013,1607,30,4389,29319.5,35379,18283,23707,8631,1693,0,16,15,1,4,27,43,1,6,50,5,20,3,11.1111111111111,360,2.00859231155499,811,4.64171245421245,429.5,1.48667358947733,1530.5,5.50757493972435,360,1.54195399837238,1075,4.74991162955108,834,2.41424229266175,2022.5,6.06328601621873,0,0,-45,-60,83
"953",166391,2013,570,35,3875,46000,46000,41500,41500,1687,485,1,2,2,0,9,8,68,5,3,65,5,16.6666666666667,-2,-5.40540540540541,0,0,1500,3.75,1200,2.67857142857143,2700,6.23556581986143,0,0,1500,3.75,1200,2.67857142857143,2700,6.23556581986143,0,0,-29,-45.3125,74
"954",117274,2013,380,49,4269,12961,17737,18031,22807,2494,815,2,13,4,9,19,22,40,1,3,26,12,32.4324324324324,1,2.08333333333333,0,0,566,3.24076724878328,-64,-0.491362763915547,322,2.54766991059419,0,0,566,2.54484960208624,-64,-0.359530363462727,322,1.84898076370945,0,0,5,11.3636363636364,47
"955",170675,2013,513,24,4015,43061,43061,43061,43061,3033,365,0,21,21,0,7,2,48,16,0,26,-7,-22.5806451612903,-9,-27.2727272727273,2327,5.71267246035253,3215,8.06856397128946,858,2.03303082719238,3215,8.06856397128946,2327,5.71267246035253,3215,8.06856397128946,858,2.03303082719238,3215,8.06856397128946,0,0,-53,-68.8311688311688,82
"956",239017,2013,334,18,3847,51897,51897,51645,51645,1553,395,1,5,4,1,3,5,72,1,4,56,-7,-28,-6,-25,1425,2.83751493428913,31532.5,156.780609073959,1327,2.62408542614198,3226,6.6281769431489,1425,2.83751493428913,25878,100.430783560368,1327,2.62408542614198,3226,6.6281769431489,0,0,-71,-79.7752808988764,88
"957",101569,2013,2166,86,4334,12630,15990,18348,21708,3028,699,0,1,0,0,75,1,14,8,1,59,4,4.8780487804878,0,0,60,0.328083989501312,321,1.7806623398236,60,0.477326968973747,150,1.20192307692308,120,0.555864369093941,471,2.21782737674813,120,0.756143667296786,300,1.91204588910134,0,0,29,50.8771929824561,53
"958",192323,2013,894,32,4457,44900,44900,44900,44900,2785,622,1,3,3,0,5,5,78,6,2,60,-2,-5.88235294117647,-4,-11.1111111111111,1400,3.2183908045977,24787.5,123.244251087632,1400,3.2183908045977,2900,6.90476190476191,1400,3.2183908045977,19133,74.2538906353087,1400,3.2183908045977,2900,6.90476190476191,0,0,-51,-61.4457831325301,88
"959",213507,2013,420,28,3841,48630,48630,47090,47090,1766,415,0,2,2,0,2,4,85,4,2,54,3,12,6,27.2727272727273,1295,2.82781963096408,2940,6.65911664779162,1580,3.35812964930925,3430,7.58849557522124,1295,2.82781963096408,2940,6.65911664779162,1580,3.35812964930925,3430,7.58849557522124,0,0,-58,-67.4418604651163,83
"960",226204,2013,2059,37,4372,29319.5,35379,19098,20370,5911,1040,0,1,1,0,15,38,42,1,1,49,-2,-5.12820512820513,-8,-17.7777777777778,1664,9.54456808535046,2475,14.8890092041148,429.5,1.48667358947733,1530.5,5.50757493972435,1616,8.61682840993921,2427,13.5261661929443,834,2.41424229266175,2022.5,6.06328601621873,0,0,-28,-43.0769230769231,63
"961",220613,2013,1692,35,4086,26100,26100,32000,32000,4550,812,0,1,1,0,5,4,76,9,0,57,-2,-5.40540540540541,-2,-5.40540540540541,1100,3.55987055016181,2500,8.47457627118644,1786,7.34556222752324,2950,12.7429805615551,1100,3.55987055016181,2500,8.47457627118644,1786,7.34556222752324,2950,12.7429805615551,0,0,-37,-51.3888888888889,77
"962",141811,2013,2138,45,3929,29319.5,35379,17115,21867,7976,1301,0,44,37,7,2,12,10,1,30,59,4,9.75609756097561,5,12.5,650,3.94776799271181,1352,8.57704751633572,429.5,1.48667358947733,1530.5,5.50757493972435,722,3.41451879877039,1472,7.21745525864182,834,2.41424229266175,2022.5,6.06328601621873,0,0,-21,-31.8181818181818,65
"963",213525,2013,2385,51,4082,29319.5,35379,15860,19070,7128,1422,0,2,2,0,6,17,65,7,3,60,1,2,5,10.8695652173913,120,0.762388818297332,2420,18.0059523809524,429.5,1.48667358947733,1530.5,5.50757493972435,180,0.952885124404447,2630,15.9975669099757,834,2.41424229266175,2022.5,6.06328601621873,0,0,-3,-5.55555555555556,55
"964",213543,2013,728,14,4419,57145,57145,57145,57145,4931,1198,0,6,6,0,3,6,61,7,2,45,-3,-17.6470588235294,0,0,1630,2.93614338467081,3125,5.78489448352462,1630,2.93614338467081,3125,5.78489448352462,1630,2.93614338467081,3125,5.78489448352462,1630,2.93614338467081,3125,5.78489448352462,0,0,-81,-85.2631578947368,94
"965",198817,2013,1500,74,4916,29319.5,35379,15673,21817,2813,540,1,1,1,0,33,8,56,1,1,59,-1,-1.33333333333333,10,15.625,2046,15.0143098260806,2354,17.6739995495157,429.5,1.48667358947733,1530.5,5.50757493972435,2046,10.3484902129381,3198,17.1760030076803,834,2.41424229266175,2022.5,6.06328601621873,0,0,30,68.1818181818182,56
"966",198835,2013,637,48,4549,43360,43360,43360,43360,1491,311,0,2,2,0,12,4,70,8,2,62,3,6.66666666666667,-2,-4,1836,4.42153935073692,3456,8.6607858861267,2286,5.56556459073867,3456,8.6607858861267,1836,4.42153935073692,3456,8.6607858861267,2286,5.56556459073867,3456,8.6607858861267,0,0,-17,-26.1538461538462,62
"967",166452,2013,527,22,3978,49765,49765,41725,41725,1948,323,0,3,2,0,5,5,68,14,2,82,-4,-15.3846153846154,-6,-21.4285714285714,800,1.95479535736103,1830,4.58704098257927,1250,2.57652272493043,2680,5.69183391738346,800,1.95479535736103,1830,4.58704098257927,1250,2.57652272493043,2680,5.69183391738346,0,0,-54,-71.0526315789474,79
"968",226231,2013,885,30,4162,38775,38775,40189,40189,2305,339,0,1,1,0,9,9,59,14,3,52,-3,-9.09090909090909,-2,-6.25,1422,3.66806820233704,20076.5,99.8210068365444,1351,3.60998289867465,2735,7.58879023307436,1422,3.66806820233704,14422,55.9708153840183,1351,3.60998289867465,2735,7.58879023307436,0,0,-44,-59.4594594594595,77
"969",209056,2013,443,22,4302,55666,55666,55666,55666,2126,473,2,6,6,0,2,8,63,11,1,61,1,4.76190476190476,-4,-15.3846153846154,1948,3.62634498678283,35553.5,176.773151025482,1948,3.62634498678283,4208,8.17754285048,1948,3.62634498678283,29899,116.03601505802,1948,3.62634498678283,4208,8.17754285048,0,0,-66,-75,86
"970",146603,2013,2083,41,4356,29319.5,35379,19670,22498,8520,735,1,1,1,0,8,2,83,6,0,56,-7,-14.5833333333333,-23,-35.9375,336,1.73787110789283,1438,7.88723124177271,429.5,1.48667358947733,1530.5,5.50757493972435,448,2.03174603174603,1662,7.97657899788827,834,2.41424229266175,2022.5,6.06328601621873,0,0,-9,-18,66
"971",146612,2013,1458,33,4358,39335,39335,36780,36780,4613,694,0,3,3,0,10,15,63,5,2,59,-2,-5.71428571428571,-3,-8.33333333333333,1135,3.1841773039697,2435,7.08982384626583,1365,3.59494337634975,2690,7.34070132350935,1135,3.1841773039697,2435,7.08982384626583,1365,3.59494337634975,2690,7.34070132350935,0,0,-44,-57.1428571428571,82
"972",142328,2013,1627,51,4184,17426,27736,17836,28146,4304,475,2,1,1,0,1,5,84,2,3,61,-3,-5.55555555555556,-8,-13.5593220338983,394,2.25891526201124,-1074,-5.6795346377578,-16,-0.0917325994725375,-1484,-7.84769962982549,790,2.88784910074572,-296,-1.04071443639688,380,1.3890919725106,-706,-2.48224456789255,0,0,-5,-8.92857142857143,60
"973",232557,2013,23465,40,4182,33544,33544,31418,31418,47464,4686,0,1,1,0,18,2,45,29,2,59,0,0,-3,-6.97674418604651,800,2.61284211901496,11305.5,56.2113113735239,1526,4.76606908613905,2910,9.49924920023503,800,2.61284211901496,5651,21.9311522490007,1526,4.76606908613905,2910,9.49924920023503,0,0,-33,-45.2054794520548,69
"974",140252,2013,388,58,4298,28077,28077,28077,28077,765,75,1,3,3,0,19,9,50,14,0,47,-5,-7.93650793650794,1,1.75438596491228,-1110,-3.80306300750334,-868,-2.99879081015719,-1110,-3.80306300750334,-868,-2.99879081015719,-1110,-3.80306300750334,-868,-2.99879081015719,-1110,-3.80306300750334,-868,-2.99879081015719,0,0,-9,-13.4328358208955,69
"975",192271,2013,474,36,4359,47095,47095,38445,38445,1513,296,1,5,5,1,17,13,56,2,0,93,-2,-5.26315789473684,3,9.09090909090909,-150,-0.388651379712398,-80,-0.207657365347177,650,1.39950479061255,1220,2.65940054495913,-150,-0.388651379712398,-80,-0.207657365347177,650,1.39950479061255,1220,2.65940054495913,0,0,-29,-44.6153846153846,73
"976",218238,2013,1684,55,4423,36416,36416,35306,35306,3241,470,0,1,1,0,50,2,41,2,0,57,8,17.0212765957447,4,7.84313725490196,1080,3.15549582188979,2080,6.26015770781918,1380,3.93880579974883,2380,6.99259607474439,1080,3.15549582188979,2080,6.26015770781918,1380,3.93880579974883,2380,6.99259607474439,0,0,-4,-6.77966101694915,58
"977",146685,2013,2462,46,4880,29319.5,35379,17352,19728,7020,1418,0,1,1,0,11,2,82,3,1,58,-5,-9.80392156862745,-14,-23.3333333333333,144,0.836820083682008,456,2.69886363636364,429.5,1.48667358947733,1530.5,5.50757493972435,216,1.1070110701107,684,3.59168241965974,834,2.41424229266175,2022.5,6.06328601621873,0,0,-8,-14.8148148148148,60
"978",220631,2013,869,55,4447,32620,32620,31440,31440,1713,191,0,3,3,0,5,2,77,10,1,64,12,27.906976744186,-3,-5.17241379310345,950,3.11577566415218,2370,8.15273477812178,68,0.208896534775129,1464,4.69893439465914,950,3.11577566415218,2370,8.15273477812178,68,0.208896534775129,1464,4.69893439465914,0,0,-16,-22.5352112676056,74
"979",177940,2013,1617,71,4612,16421,22811,17970,24360,2892,417,0,0,0,0,35,2,55,5,1,57,-4,-5.33333333333333,-9,-11.25,113,0.6328050624405,360,2.0442930153322,374,2.33065370474232,621,3.93037974683544,503,2.10839585865784,1263,5.46824262891285,764,3.46532408037375,1524,7.15929910273876,0,0,23,47.9166666666667,53
"980",213598,2013,1019,65,4571,23239,28519,20282,25562,1624,333,0,0,0,0,85,3,1,7,1,60,0,0,1,1.5625,-1068,-5.00234192037471,169.5,0.842759477936607,742,3.29821754011646,1093,4.93542851982299,-2656,-9.41243178113261,-205,-0.795591260138937,856,3.09438600296425,1407,5.18958394806728,0,0,-5,-7.14285714285714,72
"981",177968,2013,2828,31,3827,31140,31140,33150,33150,8453,1324,0,1,1,0,17,3,54,13,2,59,1,3.33333333333333,-2,-6.06060606060606,550,1.68711656441718,420,1.28322639780018,760,2.50164581961817,580,1.8979057591623,550,1.68711656441718,420,1.28322639780018,760,2.50164581961817,580,1.8979057591623,0,0,-39,-55.7142857142857,71
"982",157216,2013,1376,63,4134,36613,36613,35887,35887,2200,514,0,1,1,0,9,1,70,17,1,62,0,0,-4,-5.97014925373134,990,2.83692007908989,2190,6.49909487491468,1010,2.8368395921692,2340,6.82753187640417,990,2.83692007908989,2190,6.49909487491468,1010,2.8368395921692,2340,6.82753187640417,0,0,9,16.6666666666667,57
"983",209065,2013,420,26,4367,48182,48182,48182,48182,1671,449,1,6,6,1,2,9,63,4,10,60,-1,-3.7037037037037,-4,-13.3333333333333,2404,5.251430818297,28069.5,139.562461155998,2404,5.251430818297,4716,10.8498596604242,2404,5.251430818297,22415,86.9911126634843,2404,5.251430818297,4716,10.8498596604242,0,0,-58,-69.0476190476191,80
"984",209074,2013,1952,47,4234,29319.5,35379,15660,20280,5617,1398,2,3,2,0,1,8,78,4,3,52,-5,-9.61538461538462,-15,-24.1935483870968,366,2.39309533150255,723,4.84032938341032,429.5,1.48667358947733,1530.5,5.50757493972435,375,1.88394875659382,1429,7.58049970823829,834,2.41424229266175,2022.5,6.06328601621873,0,0,-11,-18.9655172413793,52
"985",219976,2013,735,23,4195,40448,40448,39824,39824,2890,684,0,3,3,0,9,4,75,6,1,62,-3,-11.5384615384615,-8,-25.8064516129032,1590,4.15860229115447,2830,7.64988917121695,1990,5.17447605179677,3944,10.80429541968,1590,4.15860229115447,2830,7.64988917121695,1990,5.17447605179677,3944,10.80429541968,0,0,-48,-67.6056338028169,77
"986",192439,2013,2996,72,4598,50514,50514,56450,56450,5006,877,0,13,13,0,30,14,23,12,1,71,1,1.40845070422535,3,4.34782608695652,1382,2.50962446429869,3324,6.25682340097128,1746,3.58021653543307,4088,8.80541076121139,1382,2.50962446429869,3324,6.25682340097128,1746,3.58021653543307,4088,8.80541076121139,0,0,9,14.2857142857143,59
"987",198862,2013,997,89,4864,25920,25920,21696.5,29041,1175,395,1,0,0,0,91,1,0,7,0,44,3,3.48837209302326,6,7.2289156626506,346.5,1.62295081967213,1584,7.87569919204475,870,3.47305389221557,870,3.47305389221557,823,2.91657807073499,3274,12.7061745643653,870,3.47305389221557,870,3.47305389221557,0,0,38,74.5098039215686,53
"988",213613,2013,1959,43,4194,21874,29998,23374,31498,4855,1086,0,1,1,0,7,2,87,1,1,58,2,4.8780487804878,3,7.5,1614,7.41727941176471,3261.5,16.2162834058421,854,4.0627973358706,2674,13.9270833333333,1912,6.46251605489083,5731,22.2416268871037,1152,3.9936212993136,3260,12.1923853691376,0,0,-26,-37.6811594202899,70
"989",227182,2013,21816,49,4416,29319.5,35379,16338,16698,64072,12309,0,6,6,0,17,34,36,4,3,60,-1,-2,-1,-2,0,0,150,0.926612305411416,429.5,1.48667358947733,1530.5,5.50757493972435,0,0,150,0.906453952139231,834,2.41424229266175,2022.5,6.06328601621873,0,0,-20,-28.9855072463768,62
"990",117645,2013,9310,63,4480,29319.5,35379,18267,23787,24020,4308,0,13,12,1,14,52,15,1,4,55,-1,-1.5625,-1,-1.5625,116,0.639083246102143,607,3.43714609286523,429.5,1.48667358947733,1530.5,5.50757493972435,-216,-0.899887514060743,1003,4.40221207865169,834,2.41424229266175,2022.5,6.06328601621873,0,0,2,3.27868852459016,73
